date_time,solar_energy_output_kWh,temperature_C,humidity_%,cloud_cover_%
2024-01-01 00:00:00,0.0,24.18441082611462,108.12684297787177,55.260815464024866
2024-01-01 01:00:00,0.0,27.12368761855949,48.42561281693963,85.6996879926601
2024-01-01 02:00:00,0.0,20.3706927128915,56.33908253725591,63.63562571109214
2024-01-01 03:00:00,4.724706361065293,27.486879950345603,34.969256046173946,27.188306971003517
2024-01-01 04:00:00,0.0,17.380765932747604,82.48179470076792,74.35230405766218
2024-01-01 05:00:00,0.0,7.1646278420875635,42.60417314238683,41.12676304543607
2024-01-01 06:00:00,0.0,19.462719006292023,49.296093457668874,71.46028119446258
2024-01-01 07:00:00,0.7765691207385659,23.00591466142277,67.52522736171336,40.153601892995695
2024-01-01 08:00:00,0.0,20.539651290895115,36.09230648785247,61.019011928635095
2024-01-01 09:00:00,0.0,14.118814071430553,56.50400787538567,35.82792314898008
2024-01-01 10:00:00,0.0,9.339748668594106,92.94440957948183,36.56316110575136
2024-01-01 11:00:00,7.782811249577575,18.806732578080897,70.49280202892577,5.552282931503953
2024-01-01 12:00:00,0.0,29.07515003430154,63.62994488570895,65.60668228202334
2024-01-01 13:00:00,0.0,31.6830265458127,65.57374459084153,61.50628011174098
2024-01-01 14:00:00,0.0,31.18490324461,51.650345748741614,63.132311368733994
2024-01-01 15:00:00,0.0,16.61141954961517,106.63597280213784,58.76587041221931
2024-01-01 16:00:00,0.0,14.154432288302997,41.898845080879894,28.7845998821144
2024-01-01 17:00:00,0.0,26.158296153354875,65.48295322434404,78.72010551044389
2024-01-01 18:00:00,0.0,27.1654333649076,63.272253436031725,79.49681396417743
2024-01-01 19:00:00,3.60733052466937,25.45665153069412,83.87467048063337,28.033683540039675
2024-01-01 20:00:00,0.0,7.896569159040029,86.0510420728466,66.18601044073151
2024-01-01 21:00:00,0.0,16.240649157136495,59.8825877372868,76.09328333566313
2024-01-01 22:00:00,0.0,22.330048087762833,67.32112672107345,37.22643177315314
2024-01-01 23:00:00,0.7644588344785973,26.089805197742816,68.19406557608367,42.25603376353432
2024-01-02 00:00:00,0.0,28.127052268183604,8.243293105073107,66.24349536811967
2024-01-02 01:00:00,10.200042394243276,23.59522899165356,23.99130894768588,7.168562471919806
2024-01-02 02:00:00,7.312168474298531,24.951969339382146,46.672761453226514,19.356990222569323
2024-01-02 03:00:00,2.9937229988238925,23.1632659845938,47.67471662763779,22.210182578358914
2024-01-02 04:00:00,13.633334318298854,27.53288928704999,32.97483585787268,-1.0951247354430507
2024-01-02 05:00:00,0.0,24.82164045468387,77.90005660668017,82.15982454937662
2024-01-02 06:00:00,14.95783268863435,23.024138679668205,60.669518795511024,-6.637702256682161
2024-01-02 07:00:00,0.0,20.593993272341315,55.671547925252945,60.72440124294318
2024-01-02 08:00:00,0.0,23.13727001709266,31.663803301048834,74.26398158583514
2024-01-02 09:00:00,0.0,26.07069887951616,59.59383710466117,42.326530793243016
2024-01-02 10:00:00,2.1353425546652596,24.491491380503874,0.07036829696956914,31.49736639399629
2024-01-02 11:00:00,0.0,25.315957582980424,56.86421735463935,57.538160932225054
2024-01-02 12:00:00,1.8659688139437054,32.3123676459703,62.077194415134436,50.863058432491066
2024-01-02 13:00:00,0.0,24.47467877871849,66.19730731758219,79.80673300790876
2024-01-02 14:00:00,16.90134624324917,17.825457843683257,24.565023219731614,-25.141985910584836
2024-01-02 15:00:00,6.114973713568559,28.972963808833732,65.8031586454974,24.263704883839242
2024-01-02 16:00:00,0.0,12.608857583552936,36.61361939483911,67.0370625369612
2024-01-02 17:00:00,0.0,14.680259785255974,41.89163668236759,52.26779050868559
2024-01-02 18:00:00,0.0,24.988798737041208,77.1704337222323,72.54039512156815
2024-01-02 19:00:00,0.0,26.302036750243392,107.05001893907568,58.381256196515885
2024-01-02 20:00:00,0.0,13.490029123358662,61.80460668118218,46.91681651927864
2024-01-02 21:00:00,0.0,19.76154322258896,41.78500677958252,42.07535815557537
2024-01-02 22:00:00,0.0,18.13760066432972,64.96991466693586,117.99340774113124
2024-01-02 23:00:00,0.0,19.006119073481,82.2671778443706,95.16292684738625
2024-01-03 00:00:00,0.0,29.40931224059626,74.93591605468599,65.12789413530868
2024-01-03 01:00:00,0.0,27.684805637853835,123.8549016842367,53.077336091397925
2024-01-03 02:00:00,0.0,22.40690502694222,44.130728862125466,66.35962992047193
2024-01-03 03:00:00,0.0,18.574901313729168,66.43512309428792,74.70178460538659
2024-01-03 04:00:00,0.0,12.729225409712793,96.326329649423,62.91224338201738
2024-01-03 05:00:00,8.799600787735585,32.87580045811994,94.8796162045177,29.098689902873286
2024-01-03 06:00:00,0.0,26.852771043918448,15.667503695364225,102.37418411270528
2024-01-03 07:00:00,0.0,17.405987043222325,60.54328513942061,57.92436994456069
2024-01-03 08:00:00,0.0,27.780045959920066,94.84184617978696,109.00333756405504
2024-01-03 09:00:00,0.0,22.035215321275416,127.2557648214999,56.217788249225286
2024-01-03 10:00:00,0.0,20.457681510938315,76.84458223783301,43.71184981018223
